hour_bucket,temperatureC,precipitationMm,cloudCover,shortwaveRadiation,directNormalIrradiance,weatherIsDay
2025-01-01T00:00:00Z,18.9,0.0,23,648.0,463.4,1
2025-01-01T01:00:00Z,19.5,0.0,10,809.0,531.2,1
2025-01-01T02:00:00Z,20.0,0.0,1,1015.0,906.0,1
2025-01-01T03:00:00Z,20.4,0.0,1,1056.0,965.3,1
2025-01-01T04:00:00Z,20.5,0.0,3,1018.0,961.9,1
2025-01-01T05:00:00Z,20.9,0.0,1,884.0,837.4,1
2025-01-01T06:00:00Z,20.2,0.0,15,754.0,857.6,1
2025-01-01T07:00:00Z,20.0,0.0,95,539.0,685.6,1
2025-01-01T08:00:00Z,18.6,0.0,66,271.0,335.8,1
2025-01-01T09:00:00Z,18.0,0.0,23,111.0,218.6,1
2025-01-01T10:00:00Z,17.1,0.0,53,20.0,74.7,0
2025-01-01T11:00:00Z,16.9,0.0,55,0.0,0.0,0
2025-01-01T12:00:00Z,16.5,0.0,37,0.0,0.0,0
2025-01-01T13:00:00Z,16.1,0.2,100,0.0,0.0,0
2025-01-01T14:00:00Z,16.3,0.0,100,0.0,0.0,0
2025-01-01T15:00:00Z,16.0,0.0,97,0.0,0.0,0
2025-01-01T16:00:00Z,15.4,0.0,65,0.0,0.0,0
2025-01-01T17:00:00Z,15.0,0.0,39,0.0,0.0,0
2025-01-01T18:00:00Z,14.6,0.0,73,0.0,0.0,0
2025-01-01T19:00:00Z,14.4,0.0,62,0.0,0.0,0
2025-01-01T20:00:00Z,14.9,0.0,85,34.0,131.5,1
2025-01-01T21:00:00Z,15.8,0.0,100,159.0,276.2,1
2025-01-01T22:00:00Z,16.8,0.0,97,279.0,281.4,1
2025-01-01T23:00:00Z,17.5,0.0,100,417.0,223.6,1
2025-01-02T00:00:00Z,17.9,0.0,89,497.0,187.0,1
2025-01-02T01:00:00Z,19.0,0.0,40,818.0,571.9,1
2025-01-02T02:00:00Z,19.6,0.0,6,972.0,754.2,1
2025-01-02T03:00:00Z,20.0,0.0,4,1048.0,929.4,1
2025-01-02T04:00:00Z,20.0,0.0,6,1020.0,948.0,1
2025-01-02T05:00:00Z,19.9,0.0,21,924.0,932.7,1
2025-01-02T06:00:00Z,19.5,0.0,10,778.0,901.6,1
2025-01-02T07:00:00Z,19.0,0.0,0,590.0,835.1,1
2025-01-02T08:00:00Z,18.4,0.0,22,379.0,719.3,1
2025-01-02T09:00:00Z,17.6,0.0,0,172.0,513.1,1
2025-01-02T10:00:00Z,16.9,0.0,11,23.0,124.0,0
2025-01-02T11:00:00Z,16.2,0.0,15,0.0,0.0,0
2025-01-02T12:00:00Z,15.7,0.0,0,0.0,0.0,0
2025-01-02T13:00:00Z,14.6,0.0,0,0.0,0.0,0
2025-01-02T14:00:00Z,14.2,0.0,0,0.0,0.0,0
2025-01-02T15:00:00Z,13.9,0.0,12,0.0,0.0,0
2025-01-02T16:00:00Z,13.4,0.0,12,0.0,0.0,0
2025-01-02T17:00:00Z,13.0,0.0,8,0.0,0.0,0
2025-01-02T18:00:00Z,12.5,0.0,0,0.0,0.0,0
2025-01-02T19:00:00Z,11.7,0.0,0,0.0,0.0,0
2025-01-02T20:00:00Z,11.6,0.0,0,41.0,204.8,1
2025-01-02T21:00:00Z,13.1,0.0,0,207.0,557.5,1
2025-01-02T22:00:00Z,15.2,0.0,0,416.0,737.6,1
2025-01-02T23:00:00Z,18.0,0.0,0,622.0,841.8,1
2025-01-03T00:00:00Z,20.5,0.0,0,803.0,903.0,1
2025-01-03T01:00:00Z,22.7,0.0,0,942.0,940.7,1
2025-01-03T02:00:00Z,25.0,0.0,0,1027.0,958.3,1
2025-01-03T03:00:00Z,27.2,0.0,0,1049.0,960.9,1
2025-01-03T04:00:00Z,28.2,0.0,0,1009.0,950.1,1
2025-01-03T05:00:00Z,27.8,0.0,0,912.0,927.7,1
2025-01-03T06:00:00Z,27.1,0.0,0,765.0,888.8,1
2025-01-03T07:00:00Z,25.9,0.0,0,579.0,820.6,1
2025-01-03T08:00:00Z,26.2,0.0,0,371.0,706.0,1
2025-01-03T09:00:00Z,26.5,0.0,0,167.0,498.3,1
2025-01-03T10:00:00Z,25.2,0.0,0,23.0,123.6,0
2025-01-03T11:00:00Z,23.8,0.0,0,0.0,0.0,0
2025-01-03T12:00:00Z,22.2,0.0,0,0.0,0.0,0
2025-01-03T13:00:00Z,20.1,0.0,0,0.0,0.0,0
2025-01-03T14:00:00Z,19.6,0.0,0,0.0,0.0,0
2025-01-03T15:00:00Z,19.5,0.0,0,0.0,0.0,0
2025-01-03T16:00:00Z,18.7,0.0,0,0.0,0.0,0
2025-01-03T17:00:00Z,18.0,0.0,0,0.0,0.0,0
2025-01-03T18:00:00Z,17.3,0.0,0,0.0,0.0,0
2025-01-03T19:00:00Z,17.5,0.0,4,0.0,0.0,0
2025-01-03T20:00:00Z,19.2,0.0,0,40.0,217.7,1
2025-01-03T21:00:00Z,22.8,0.0,0,209.0,582.7,1
2025-01-03T22:00:00Z,27.5,0.0,75,420.0,764.1,1
2025-01-03T23:00:00Z,30.6,0.0,72,625.0,855.9,1
2025-01-04T00:00:00Z,32.5,0.0,23,804.0,904.9,1
2025-01-04T01:00:00Z,35.3,0.0,97,948.0,953.5,1
2025-01-04T02:00:00Z,36.8,0.0,100,1016.0,902.9,1
2025-01-04T03:00:00Z,37.4,0.0,100,973.0,675.8,1
2025-01-04T04:00:00Z,36.7,0.0,100,798.0,386.3,1
2025-01-04T05:00:00Z,36.0,0.0,98,691.0,337.9,1
2025-01-04T06:00:00Z,37.2,0.0,100,674.0,581.4,1
2025-01-04T07:00:00Z,38.5,0.0,100,478.0,487.5,1
2025-01-04T08:00:00Z,37.5,0.0,100,165.0,80.5,1
2025-01-04T09:00:00Z,35.2,0.0,100,98.0,94.9,1
2025-01-04T10:00:00Z,25.6,0.0,100,13.0,24.7,0
2025-01-04T11:00:00Z,25.6,0.0,97,0.0,0.0,0
2025-01-04T12:00:00Z,24.6,0.0,99,0.0,0.0,0
2025-01-04T13:00:00Z,23.2,0.0,100,0.0,0.0,0
2025-01-04T14:00:00Z,24.1,0.0,48,0.0,0.0,0
2025-01-04T15:00:00Z,23.2,0.0,57,0.0,0.0,0
2025-01-04T16:00:00Z,23.3,0.0,92,0.0,0.0,0
2025-01-04T17:00:00Z,23.2,0.0,87,0.0,0.0,0
2025-01-04T18:00:00Z,23.5,0.0,15,0.0,0.0,0
2025-01-04T19:00:00Z,23.0,0.0,84,0.0,0.0,0
2025-01-04T20:00:00Z,24.1,0.0,68,30.0,126.0,1
2025-01-04T21:00:00Z,26.1,0.0,98,136.0,240.1,1
2025-01-04T22:00:00Z,28.4,0.0,15,262.0,274.3,1
2025-01-04T23:00:00Z,32.4,0.0,78,627.0,888.1,1
2025-01-05T00:00:00Z,34.2,0.0,100,745.0,731.8,1
2025-01-05T01:00:00Z,37.2,0.0,48,878.0,808.1,1
2025-01-05T02:00:00Z,38.3,0.0,99,970.0,836.8,1
2025-01-05T03:00:00Z,38.3,0.0,43,849.0,653.3,1
2025-01-05T04:00:00Z,39.0,0.0,91,758.0,511.6,1
2025-01-05T05:00:00Z,39.2,0.0,80,773.0,625.6,1
2025-01-05T06:00:00Z,39.4,0.0,99,654.0,637.9,1
2025-01-05T07:00:00Z,39.4,0.0,99,527.0,638.8,1
2025-01-05T08:00:00Z,33.5,0.0,100,104.0,19.5,1
2025-01-05T09:00:00Z,34.0,0.0,100,43.0,4.5,1
2025-01-05T10:00:00Z,27.8,0.0,99,8.0,0.0,0
2025-01-05T11:00:00Z,26.9,0.0,100,0.0,0.0,0
2025-01-05T12:00:00Z,28.0,0.0,100,0.0,0.0,0
2025-01-05T13:00:00Z,30.0,0.0,100,0.0,0.0,0
2025-01-05T14:00:00Z,28.0,0.0,100,0.0,0.0,0
2025-01-05T15:00:00Z,25.5,0.4,100,0.0,0.0,0
2025-01-05T16:00:00Z,25.5,0.0,100,0.0,0.0,0
2025-01-05T17:00:00Z,24.5,0.3,100,0.0,0.0,0
2025-01-05T18:00:00Z,22.4,0.0,100,0.0,0.0,0
2025-01-05T19:00:00Z,21.0,0.0,99,0.0,0.0,0
2025-01-05T20:00:00Z,20.3,0.0,100,20.0,42.5,1
2025-01-05T21:00:00Z,20.0,0.6,100,95.0,52.6,1
2025-01-05T22:00:00Z,19.2,0.6,100,99.0,0.0,1
2025-01-05T23:00:00Z,18.5,2.4,100,176.0,13.1,1
2025-01-06T00:00:00Z,17.1,3.0,100,70.0,0.0,1
2025-01-06T01:00:00Z,16.2,3.4,100,100.0,0.0,1
2025-01-06T02:00:00Z,17.3,0.6,100,273.0,11.7,1
2025-01-06T03:00:00Z,16.9,0.6,100,198.0,0.0,1
2025-01-06T04:00:00Z,17.4,0.1,100,362.0,12.8,1
2025-01-06T05:00:00Z,17.4,0.1,100,317.0,17.5,1
2025-01-06T06:00:00Z,17.0,0.0,100,298.0,41.9,1
2025-01-06T07:00:00Z,16.9,0.0,99,234.0,71.5,1
2025-01-06T08:00:00Z,16.6,0.0,60,192.0,95.0,1
2025-01-06T09:00:00Z,16.5,0.0,87,152.0,338.4,1
2025-01-06T10:00:00Z,15.9,0.0,96,17.0,49.2,0
2025-01-06T11:00:00Z,15.7,0.0,81,0.0,0.0,0
2025-01-06T12:00:00Z,15.2,0.0,29,0.0,0.0,0
2025-01-06T13:00:00Z,14.8,0.0,81,0.0,0.0,0
2025-01-06T14:00:00Z,15.1,0.0,76,0.0,0.0,0
2025-01-06T15:00:00Z,15.4,0.0,100,0.0,0.0,0
2025-01-06T16:00:00Z,15.5,0.0,98,0.0,0.0,0
2025-01-06T17:00:00Z,15.6,0.0,100,0.0,0.0,0
2025-01-06T18:00:00Z,15.5,0.0,95,0.0,0.0,0
2025-01-06T19:00:00Z,15.6,0.0,100,0.0,0.0,0
2025-01-06T20:00:00Z,15.4,0.0,78,20.0,32.3,1
2025-01-06T21:00:00Z,16.0,0.0,1,130.0,200.1,1
2025-01-06T22:00:00Z,17.3,0.0,59,394.0,669.8,1
2025-01-06T23:00:00Z,18.3,0.0,60,534.0,558.0,1
2025-01-07T00:00:00Z,19.5,0.0,27,697.0,617.3,1
2025-01-07T01:00:00Z,21.6,0.0,1,932.0,912.8,1
2025-01-07T02:00:00Z,22.6,0.0,2,1032.0,965.0,1
2025-01-07T03:00:00Z,24.0,0.0,0,1060.0,973.2,1
2025-01-07T04:00:00Z,24.2,0.0,1,1028.0,976.4,1
2025-01-07T05:00:00Z,23.1,0.0,17,922.0,936.5,1
2025-01-07T06:00:00Z,22.5,0.0,0,748.0,818.5,1
2025-01-07T07:00:00Z,22.4,0.0,0,574.0,786.2,1
2025-01-07T08:00:00Z,21.7,0.0,0,376.0,708.5,1
2025-01-07T09:00:00Z,20.2,0.0,0,169.0,491.6,1
2025-01-07T10:00:00Z,18.8,0.0,0,23.0,110.7,0
2025-01-07T11:00:00Z,17.6,0.0,0,0.0,0.0,0
2025-01-07T12:00:00Z,16.8,0.0,0,0.0,0.0,0
2025-01-07T13:00:00Z,15.8,0.0,0,0.0,0.0,0
2025-01-07T14:00:00Z,14.7,0.0,0,0.0,0.0,0
2025-01-07T15:00:00Z,14.3,0.0,0,0.0,0.0,0
2025-01-07T16:00:00Z,13.8,0.0,0,0.0,0.0,0
2025-01-07T17:00:00Z,13.4,0.0,0,0.0,0.0,0
2025-01-07T18:00:00Z,12.9,0.0,0,0.0,0.0,0
2025-01-07T19:00:00Z,12.6,0.0,0,0.0,0.0,0
2025-01-07T20:00:00Z,13.5,0.0,0,32.0,153.0,1
2025-01-07T21:00:00Z,15.1,0.0,0,188.0,511.6,1
2025-01-07T22:00:00Z,17.1,0.0,0,393.0,703.5,1
2025-01-07T23:00:00Z,19.6,0.0,0,600.0,815.9,1
2025-01-08T00:00:00Z,22.1,0.0,0,782.0,881.0,1
2025-01-08T01:00:00Z,24.6,0.0,0,920.0,916.5,1
2025-01-08T02:00:00Z,26.4,0.0,1,1010.0,942.5,1
2025-01-08T03:00:00Z,27.5,0.0,9,1002.0,884.3,1
2025-01-08T04:00:00Z,28.2,0.0,14,942.0,817.2,1
2025-01-08T05:00:00Z,28.7,0.0,80,868.0,821.3,1
2025-01-08T06:00:00Z,28.8,0.0,91,740.0,823.8,1
2025-01-08T07:00:00Z,28.4,0.0,100,576.0,796.2,1
2025-01-08T08:00:00Z,27.5,0.0,98,352.0,572.0,1
2025-01-08T09:00:00Z,26.1,0.0,40,144.0,252.6,1
2025-01-08T10:00:00Z,24.1,0.0,25,22.0,98.5,0
2025-01-08T11:00:00Z,22.6,0.0,93,0.0,0.0,0
2025-01-08T12:00:00Z,21.5,0.0,100,0.0,0.0,0
2025-01-08T13:00:00Z,21.6,0.0,100,0.0,0.0,0
2025-01-08T14:00:00Z,21.4,0.0,100,0.0,0.0,0
2025-01-08T15:00:00Z,20.7,0.0,100,0.0,0.0,0
2025-01-08T16:00:00Z,20.4,0.0,16,0.0,0.0,0
2025-01-08T17:00:00Z,19.1,0.0,100,0.0,0.0,0
2025-01-08T18:00:00Z,18.8,0.0,100,0.0,0.0,0
2025-01-08T19:00:00Z,19.4,0.0,98,0.0,0.0,0
2025-01-08T20:00:00Z,20.9,0.0,68,27.0,44.3,1
2025-01-08T21:00:00Z,22.2,0.0,100,177.0,425.4,1
2025-01-08T22:00:00Z,23.8,0.0,100,362.0,520.7,1
2025-01-08T23:00:00Z,25.9,0.0,100,562.0,656.3,1
2025-01-09T00:00:00Z,27.6,0.0,100,666.0,486.0,1
2025-01-09T01:00:00Z,29.3,0.0,100,917.0,889.1,1
2025-01-09T02:00:00Z,29.6,0.0,100,726.0,274.0,1
2025-01-09T03:00:00Z,30.0,0.0,100,625.0,145.8,1
2025-01-09T04:00:00Z,30.5,0.0,100,530.0,86.8,1
2025-01-09T05:00:00Z,30.7,0.0,100,454.0,66.4,1
2025-01-09T06:00:00Z,31.0,0.0,100,432.0,116.1,1
2025-01-09T07:00:00Z,30.4,0.0,100,337.0,108.9,1
2025-01-09T08:00:00Z,27.0,0.0,100,242.0,150.9,1
2025-01-09T09:00:00Z,26.9,0.0,100,90.0,36.1,1
2025-01-09T10:00:00Z,26.3,0.0,100,12.0,0.0,0
2025-01-09T11:00:00Z,25.8,0.0,100,0.0,0.0,0
2025-01-09T12:00:00Z,25.0,0.0,100,0.0,0.0,0
2025-01-09T13:00:00Z,24.1,0.0,100,0.0,0.0,0
2025-01-09T14:00:00Z,23.0,0.0,100,0.0,0.0,0
2025-01-09T15:00:00Z,22.4,0.0,100,0.0,0.0,0
2025-01-09T16:00:00Z,22.1,0.0,100,0.0,0.0,0
2025-01-09T17:00:00Z,21.4,0.0,100,0.0,0.0,0
2025-01-09T18:00:00Z,20.8,0.0,100,0.0,0.0,0
2025-01-09T19:00:00Z,20.1,0.0,100,0.0,0.0,0
2025-01-09T20:00:00Z,20.1,0.0,100,23.0,45.0,1
2025-01-09T21:00:00Z,21.0,0.0,98,144.0,210.9,1
2025-01-09T22:00:00Z,22.8,0.0,100,366.0,570.6,1
2025-01-09T23:00:00Z,24.5,0.0,100,533.0,558.8,1
2025-01-10T00:00:00Z,25.4,0.0,98,633.0,488.5,1
2025-01-10T01:00:00Z,26.5,0.0,91,890.0,815.4,1
2025-01-10T02:00:00Z,27.2,0.0,1,943.0,787.7,1
2025-01-10T03:00:00Z,28.4,0.0,41,1047.0,976.2,1
2025-01-10T04:00:00Z,29.7,0.0,98,972.0,874.6,1
2025-01-10T05:00:00Z,29.6,0.0,100,859.0,794.7,1
2025-01-10T06:00:00Z,29.2,0.0,51,705.0,727.9,1
2025-01-10T07:00:00Z,28.9,0.0,28,506.0,620.9,1
2025-01-10T08:00:00Z,28.3,0.0,24,342.0,603.7,1
2025-01-10T09:00:00Z,27.9,0.0,11,163.0,478.9,1
2025-01-10T10:00:00Z,27.2,0.0,39,21.0,111.1,0
2025-01-10T11:00:00Z,26.2,0.0,97,0.0,0.0,0
2025-01-10T12:00:00Z,25.0,0.0,65,0.0,0.0,0
2025-01-10T13:00:00Z,22.9,0.0,0,0.0,0.0,0
2025-01-10T14:00:00Z,21.8,0.0,0,0.0,0.0,0
2025-01-10T15:00:00Z,21.0,0.0,0,0.0,0.0,0
2025-01-10T16:00:00Z,20.4,0.0,0,0.0,0.0,0
2025-01-10T17:00:00Z,19.8,0.0,0,0.0,0.0,0
2025-01-10T18:00:00Z,19.2,0.0,0,0.0,0.0,0
2025-01-10T19:00:00Z,19.0,0.0,0,0.0,0.0,0
2025-01-10T20:00:00Z,20.2,0.0,0,27.0,137.1,1
2025-01-10T21:00:00Z,23.2,0.0,0,177.0,495.0,1
2025-01-10T22:00:00Z,26.1,0.0,0,379.0,689.7,1
2025-01-10T23:00:00Z,28.1,0.0,5,582.0,801.3,1
2025-01-11T00:00:00Z,30.0,0.0,6,762.0,865.9,1
2025-01-11T01:00:00Z,32.0,0.0,31,885.0,883.9,1
2025-01-11T02:00:00Z,33.0,0.0,74,892.0,762.9,1
2025-01-11T03:00:00Z,34.5,0.0,100,979.0,843.5,1
2025-01-11T04:00:00Z,33.8,0.0,100,785.0,585.5,1
2025-01-11T05:00:00Z,33.8,0.0,97,741.0,519.9,1
2025-01-11T06:00:00Z,32.5,0.0,46,501.0,333.6,1
2025-01-11T07:00:00Z,31.8,0.0,97,482.0,585.2,1
2025-01-11T08:00:00Z,31.8,0.0,99,327.0,579.6,1
2025-01-11T09:00:00Z,30.5,0.0,51,140.0,352.9,1
2025-01-11T10:00:00Z,28.9,0.0,19,17.0,74.2,0
2025-01-11T11:00:00Z,27.8,0.0,2,0.0,0.0,0
2025-01-11T12:00:00Z,26.8,0.0,40,0.0,0.0,0
2025-01-11T13:00:00Z,25.0,0.0,100,0.0,0.0,0
2025-01-11T14:00:00Z,23.3,0.0,58,0.0,0.0,0
2025-01-11T15:00:00Z,22.5,0.0,30,0.0,0.0,0
2025-01-11T16:00:00Z,22.6,0.0,57,0.0,0.0,0
2025-01-11T17:00:00Z,23.2,0.0,98,0.0,0.0,0
2025-01-11T18:00:00Z,23.0,0.0,91,0.0,0.0,0
2025-01-11T19:00:00Z,22.5,0.0,100,0.0,0.0,0
2025-01-11T20:00:00Z,22.7,0.0,92,20.0,11.6,1
2025-01-11T21:00:00Z,23.8,0.0,32,170.0,462.1,1
2025-01-11T22:00:00Z,25.9,0.0,17,368.0,653.5,1
2025-01-11T23:00:00Z,28.0,0.0,95,572.0,784.1,1
2025-01-12T00:00:00Z,27.5,0.4,100,490.0,333.1,1
2025-01-12T01:00:00Z,22.5,1.9,100,321.0,66.1,1
2025-01-12T02:00:00Z,21.4,1.9,100,267.0,46.0,1
2025-01-12T03:00:00Z,20.7,2.3,100,99.0,0.0,1
2025-01-12T04:00:00Z,20.9,2.2,100,227.0,34.3,1
2025-01-12T05:00:00Z,21.1,1.0,100,163.0,10.5,1
2025-01-12T06:00:00Z,22.0,0.3,100,225.0,10.8,1
2025-01-12T07:00:00Z,22.6,0.0,100,262.0,35.7,1
2025-01-12T08:00:00Z,22.9,0.0,49,215.0,95.0,1
2025-01-12T09:00:00Z,23.0,0.0,9,139.0,317.3,1
2025-01-12T10:00:00Z,21.8,0.0,9,20.0,99.2,0
2025-01-12T11:00:00Z,21.0,0.0,1,0.0,0.0,0
2025-01-12T12:00:00Z,20.3,0.0,0,0.0,0.0,0
2025-01-12T13:00:00Z,19.6,0.0,23,0.0,0.0,0
2025-01-12T14:00:00Z,19.0,0.0,100,0.0,0.0,0
2025-01-12T15:00:00Z,19.0,0.0,100,0.0,0.0,0
2025-01-12T16:00:00Z,18.9,0.0,100,0.0,0.0,0
2025-01-12T17:00:00Z,18.6,0.0,100,0.0,0.0,0
2025-01-12T18:00:00Z,18.5,0.0,99,0.0,0.0,0
2025-01-12T19:00:00Z,18.4,0.0,100,0.0,0.0,0
2025-01-12T20:00:00Z,18.6,0.0,51,17.0,35.4,1
2025-01-12T21:00:00Z,19.2,0.0,52,136.0,266.8,1
2025-01-12T22:00:00Z,20.3,0.0,98,296.0,382.6,1
2025-01-12T23:00:00Z,21.6,0.0,98,534.0,627.4,1
2025-01-13T00:00:00Z,23.0,0.0,10,724.0,725.5,1
2025-01-13T01:00:00Z,23.7,0.0,10,886.0,854.5,1
2025-01-13T02:00:00Z,23.6,0.0,19,982.0,901.9,1
2025-01-13T03:00:00Z,24.2,0.0,88,965.0,826.1,1
2025-01-13T04:00:00Z,24.6,0.0,99,960.0,826.6,1
2025-01-13T05:00:00Z,23.8,0.0,100,834.0,731.4,1
2025-01-13T06:00:00Z,23.5,0.0,99,732.0,789.3,1
2025-01-13T07:00:00Z,23.0,0.0,99,536.0,655.4,1
2025-01-13T08:00:00Z,22.8,0.0,27,324.0,438.9,1
2025-01-13T09:00:00Z,22.1,0.0,3,154.0,409.0,1
2025-01-13T10:00:00Z,21.5,0.0,1,20.0,99.6,0
2025-01-13T11:00:00Z,20.8,0.0,0,0.0,0.0,0
2025-01-13T12:00:00Z,19.9,0.0,1,0.0,0.0,0
2025-01-13T13:00:00Z,19.0,0.0,10,0.0,0.0,0
2025-01-13T14:00:00Z,18.5,0.0,11,0.0,0.0,0
2025-01-13T15:00:00Z,18.1,0.0,27,0.0,0.0,0
2025-01-13T16:00:00Z,17.8,0.0,38,0.0,0.0,0
2025-01-13T17:00:00Z,17.3,0.0,32,0.0,0.0,0
2025-01-13T18:00:00Z,16.9,0.0,54,0.0,0.0,0
2025-01-13T19:00:00Z,16.8,0.0,43,0.0,0.0,0
2025-01-13T20:00:00Z,16.9,0.0,31,20.0,72.1,1
2025-01-13T21:00:00Z,17.9,0.0,95,143.0,283.5,1
2025-01-13T22:00:00Z,19.2,0.0,100,292.0,312.8,1
2025-01-13T23:00:00Z,20.8,0.0,69,470.0,410.3,1
2025-01-14T00:00:00Z,22.4,0.0,22,688.0,588.9,1
2025-01-14T01:00:00Z,22.6,0.0,21,870.0,765.3,1
2025-01-14T02:00:00Z,23.5,0.0,2,997.0,920.2,1
2025-01-14T03:00:00Z,24.4,0.0,0,1034.0,947.0,1
2025-01-14T04:00:00Z,24.8,0.0,0,1004.0,946.4,1
2025-01-14T05:00:00Z,25.5,0.0,0,912.0,926.6,1
2025-01-14T06:00:00Z,25.8,0.0,0,767.0,886.9,1
2025-01-14T07:00:00Z,25.6,0.0,0,582.0,821.0,1
2025-01-14T08:00:00Z,25.6,0.0,0,373.0,705.4,1
2025-01-14T09:00:00Z,25.4,0.0,0,168.0,501.3,1
2025-01-14T10:00:00Z,24.5,0.0,4,22.0,112.5,0
2025-01-14T11:00:00Z,23.6,0.0,1,0.0,0.0,0
2025-01-14T12:00:00Z,22.8,0.0,16,0.0,0.0,0
2025-01-14T13:00:00Z,21.4,0.0,88,0.0,0.0,0
2025-01-14T14:00:00Z,20.8,0.0,100,0.0,0.0,0
2025-01-14T15:00:00Z,20.7,0.0,96,0.0,0.0,0
2025-01-14T16:00:00Z,20.1,0.0,37,0.0,0.0,0
2025-01-14T17:00:00Z,19.4,0.0,97,0.0,0.0,0
2025-01-14T18:00:00Z,19.5,0.0,95,0.0,0.0,0
2025-01-14T19:00:00Z,20.7,0.0,99,0.0,0.0,0
2025-01-14T20:00:00Z,21.5,0.0,100,18.0,36.7,1
2025-01-14T21:00:00Z,24.4,0.0,100,118.0,152.6,1
2025-01-14T22:00:00Z,26.2,0.0,100,200.0,87.2,1
2025-01-14T23:00:00Z,26.8,0.0,100,238.0,52.6,1
2025-01-15T00:00:00Z,26.0,0.0,100,411.0,144.3,1
2025-01-15T01:00:00Z,24.4,0.0,100,551.0,176.0,1
2025-01-15T02:00:00Z,22.8,0.1,100,549.0,174.0,1
2025-01-15T03:00:00Z,22.1,0.0,100,520.0,107.8,1
2025-01-15T04:00:00Z,22.9,0.0,100,628.0,202.1,1
2025-01-15T05:00:00Z,21.3,0.1,100,169.0,0.0,1
2025-01-15T06:00:00Z,20.2,0.1,100,265.0,51.4,1
2025-01-15T07:00:00Z,19.3,0.4,100,206.0,54.5,1
2025-01-15T08:00:00Z,18.2,1.1,100,132.0,44.0,1
2025-01-15T09:00:00Z,18.0,0.3,100,30.0,0.0,1
2025-01-15T10:00:00Z,17.5,0.1,63,5.0,0.0,0
2025-01-15T11:00:00Z,16.9,0.0,8,0.0,0.0,0
2025-01-15T12:00:00Z,16.2,0.0,42,0.0,0.0,0
2025-01-15T13:00:00Z,15.4,0.1,27,0.0,0.0,0
2025-01-15T14:00:00Z,14.9,0.0,3,0.0,0.0,0
2025-01-15T15:00:00Z,14.1,0.0,2,0.0,0.0,0
2025-01-15T16:00:00Z,13.5,0.0,96,0.0,0.0,0
2025-01-15T17:00:00Z,13.2,0.0,65,0.0,0.0,0
2025-01-15T18:00:00Z,13.4,0.0,100,0.0,0.0,0
2025-01-15T19:00:00Z,13.4,0.0,60,0.0,0.0,0
2025-01-15T20:00:00Z,14.0,0.0,7,17.0,49.9,1
2025-01-15T21:00:00Z,15.1,0.0,85,142.0,291.2,1
2025-01-15T22:00:00Z,16.2,0.0,96,228.0,165.8,1
2025-01-15T23:00:00Z,17.0,0.0,100,327.0,197.5,1
2025-01-16T00:00:00Z,17.4,0.1,100,336.0,82.5,1
2025-01-16T01:00:00Z,18.8,0.0,89,535.0,186.8,1
2025-01-16T02:00:00Z,19.5,0.0,100,761.0,488.2,1
2025-01-16T03:00:00Z,19.7,0.0,69,665.0,218.9,1
2025-01-16T04:00:00Z,19.5,0.0,96,630.0,331.3,1
2025-01-16T05:00:00Z,19.8,0.0,88,615.0,288.6,1
2025-01-16T06:00:00Z,19.6,0.1,35,513.0,320.8,1
2025-01-16T07:00:00Z,19.4,0.0,36,456.0,467.4,1
2025-01-16T08:00:00Z,19.3,0.0,54,322.0,501.7,1
2025-01-16T09:00:00Z,18.9,0.0,78,142.0,339.6,1
2025-01-16T10:00:00Z,18.5,0.0,60,16.0,50.5,0
2025-01-16T11:00:00Z,18.2,0.0,28,0.0,0.0,0
2025-01-16T12:00:00Z,18.0,0.0,34,0.0,0.0,0
2025-01-16T13:00:00Z,17.0,0.0,38,0.0,0.0,0
2025-01-16T14:00:00Z,16.9,0.0,86,0.0,0.0,0
2025-01-16T15:00:00Z,17.0,0.1,100,0.0,0.0,0
2025-01-16T16:00:00Z,16.8,1.1,78,0.0,0.0,0
2025-01-16T17:00:00Z,16.4,0.8,71,0.0,0.0,0
2025-01-16T18:00:00Z,16.2,0.6,87,0.0,0.0,0
2025-01-16T19:00:00Z,16.4,0.5,69,0.0,0.0,0
2025-01-16T20:00:00Z,16.5,0.6,68,15.0,50.9,1
2025-01-16T21:00:00Z,17.5,0.1,94,132.0,276.9,1
2025-01-16T22:00:00Z,18.2,0.1,42,305.0,451.7,1
2025-01-16T23:00:00Z,19.0,0.4,28,500.0,589.7,1
2025-01-17T00:00:00Z,19.5,0.0,33,691.0,703.6,1
2025-01-17T01:00:00Z,20.3,0.0,16,861.0,783.8,1
2025-01-17T02:00:00Z,20.8,0.0,6,966.0,849.7,1
2025-01-17T03:00:00Z,20.6,0.0,4,1026.0,919.5,1
2025-01-17T04:00:00Z,20.5,0.0,0,1002.0,932.4,1
2025-01-17T05:00:00Z,20.3,0.0,0,918.0,928.3,1
2025-01-17T06:00:00Z,20.0,0.0,0,776.0,898.1,1
2025-01-17T07:00:00Z,19.9,0.0,0,589.0,829.8,1
2025-01-17T08:00:00Z,19.6,0.0,0,375.0,708.5,1
2025-01-17T09:00:00Z,19.1,0.0,2,164.0,483.8,1
2025-01-17T10:00:00Z,18.4,0.0,1,20.0,88.9,0
2025-01-17T11:00:00Z,18.1,0.0,0,0.0,0.0,0
2025-01-17T12:00:00Z,18.1,0.0,0,0.0,0.0,0
